Name,composite_score,ai_ml_relevance,tech_gap,mission_impact,size_sweet_spot,org_viability,growth_signal,estimated_headcount,top_reason,Website,About,Year Founded,Location,funding_search,recent_news
Integrity Institute,60.0,4,4,2,3,2,2,unknown,"Limited evidence of stable funding, measurable impact, or growth makes this small think tank a risky and low-impact fit for a senior AI/ML expert seeking to build impactful internal tools.",https://integrityinstitute.org/,"The Integrity Institute is a member-powered think tank that advances the theory and practice of protecting the social internet. Our members are professionals who have direct integrity work experience at social platform companies. Our goals are to help companies do integrity work better, to help the world understand integrity work better, and to promote integrity professionals so they would have more power and influence. We accomplish these goals by building the community of integrity professiona",,"Beltsville, Maryland",The Integrity Institute received funding from Siemens in 2024 and anticipates further funding in 2025. The Alliance for Integrity launched the Integrity Innovation Fund in 2025. The fund aims to support solutions addressing integrity challenges.,The Integrity Institute released its 2024 annual report highlighting its transition to a mature nonprofit and its commitment to advancing a safer digital world. The institute continues to focus on protecting the social internet and supporting integrity professionals. The 2025 report is anticipated to detail further developments and impact.
MAPLE,60.0,4,5,1,5,1,1,unknown,"This is a brand new volunteer-driven org with no funding, staff, or impact evidence, making it far too risky and unstable for a senior tech leader's time.",http://www.mapletestimony.org/,"MAPLE (Massachusetts Platform for Legislative Enablement) is a digital public platform designed to bridge the gap between constituents, local organizations, and legislators. Originally incubated at the NuLawLab, MAPLE is now a key initiative of Partners in Democracy, a nonprofit founded by Harvard Professor Danielle Allen.  MAPLE is 100% free, open source, and volunteer-driven, ensuring it remains accessible and publicly accountable.",2023,"Portland, Maine",,Maple Leaf Foods plans major restructuring and cost reductions in 2025. The company aims to boost efficiency and sustainability. Maple Leaf Foods also announced a new Fuel for Growth initiative.
The Internet Foundation,60.0,4,3,3,2,2,3,unknown,"Obscure organization with no clear presence in search results, limited verifiable funding or impact despite claims, and heavy policy focus unlikely to need hands-on AI/ML pipelines from a fractional IC.",,"The Internet Foundation is an international NGO dedicated to establishing universal digital rights as a natural extension of human rights, while advancing the ethical use of data and enabling healthy and equitable, human-centered digital societies to emerge across the world. The foundation aims to achieve this purpose through i) policy and regulation advocacy, ii) ethical standards development and iii) technology innovation. It works with its technology partner metaMe Inc to develop solutions th",2012,"New York, New York","The Internet Foundation raised $16.2 million in grants in 2024. For 2025, they aim to commit $12 million in grant funding. Elevate offers a $10,000 grant for community impact in 2025.","The Internet Foundation's 2024 report highlights $16.2 million in grants for digital inclusion, and its 2025 plan focuses on scaling individual donations and enhancing impact measurement."
The Sustainable Media Center,60.0,4,4,2,3,2,2,unknown,"Very young organization founded in 2022 with unknown funding details, staff size, and measurable impact beyond awards and events, making it a high-risk fit despite some AI/ML potential in media analysis.",https://sustainablemedia.center/,"Young people deserve media that entertains and informs without undermining their health and emotional well-being. The Mission of the Sustainable Media Center is to examine, experiment, and deploy solutions that will give a new generation of media consumers and creators meaningful agency and ownership of their increasingly media-centric lives. The Sustainable Media Center is a 501c3 organization formed by a diverse and inclusive board of over 85 leaders in media, technology and academia who want",2022,"New York, New York","The Sustainable Media Center raised funds through grants in 2025, including the Social Media Heroes Awards and Hurricane Helene Relief Grants. Nonprofits received support from Pilot Pen's G2 Overachievers Student Grant and the Public Media Bridge Fund. The organization's fiscal data shows revenue and expenses for 2023 and 2021.","The Sustainable Media Center announced the 2025 Social Media Heroes Awards, recognizing leaders working towards a healthier digital world. The recipients include Toney and Brandy Roberts, Maria Ressa, Sarah Gardener, Sarah Wynn-Williams, and Seán Killingsworth. Steven Rosenbaum, Executive Director, emphasized the importance of these leaders in creating a more human digital landscape."
Video Volunteers,60.0,4,4,2,3,2,2,unknown,"Limited recent funding details, impact metrics, and headcount data signal weak viability and unclear scale despite some AI-relevant video/community work.",https://www.videovolunteers.org/,"As perhaps the only organizations solely dedicated to community voice, we’re building a new field of thought and practice—exploring how to center marginalized voices at scale in an era of democratic backsliding and digital transformation. When community voices thrive, democracy strengthens.",2006,"New York, New York","Video Volunteers raised funds in 2023-2024, with details in their annual report. AIR's 2024-2025 report shows a net asset increase of $436,667. Specific 2023-2025 funding for Video Volunteers is not available.","Video Volunteers' 2023-24 report highlights significant growth and community impact. Nonprofit video trends for 2025 emphasize mobile optimization and emotional engagement. Henkel employees contributed over 30,000 volunteer hours in 2025."
Center for Youth and AI,58.8,5,4,1,4,1,1,unknown,"Founded in 2024 with no evidence of specific funding, staff, or measurable impact in available data, this appears to be a very young, unproven organization at high risk of folding.",https://youth-ai.org/,"We founded the Center for Youth and AI because we’re afraid to sleepwalk into another tech-related disaster. The risk is simple: society is unprepared for AI systems that’ll transform our education, careers and lives. We want to change that. We aim to become the leading research organization to discover and amplify youth voices on AI, and to educate and prepare young people for the opportunities and challenges ahead.",2024,"New York, New York","In 2024-2025, grants were awarded to youth-led organizations for responsible technology. In 2025, the Arthur M. Blank Family Foundation gave $1 million to Young Futures. In 2025, Google.org awarded $10 million for nonprofit AI training.","The Center for Youth and AI focuses on AI's impact on youth, with initiatives to equip young people with AI skills. Nonprofits are increasingly using AI for grant writing and fundraising. Youth Tech Net aims to involve young Australians in tech policy and regulation."
Consumers International,58.8,2,4,3,3,3,3,40-80,"Established since 1960 with ongoing advocacy and grant administration to members, but lacks evidence of direct organizational funding, making financial stability uncertain and AI/ML tools a low-priority fit for policy-focused work.",https://www.consumersinternational.org/,"Consumers International is the membership organisation for consumer groups around the world. We bring together over 200 organisations in more than 100 countries to empower and champion the rights of consumers everywhere. We are their voice in international policy-making forums and the global marketplace to ensure they are treated safely, fairly and honestly. We work in partnership and exercise our influence with integrity, tenacity and passion to deliver tangible results.",1960,"London, United Kingdom","Consumers International raised grants through its Green Action Fund, Anne Fransen Fund, and Fair Digital Finance Accelerator in 2024. In 2025, it plans to award 40 grants and is open for applications until May 5, 2025. The Global Fund allocated USD 12.4 billion for 2023-2025.","Consumers International focuses on amplifying consumer voices in clean energy and sustainable transitions, with significant impact in 2025 and plans for 2026. They advocate for consumer rights and sustainable lifestyles, emphasizing the need for global support. Their initiatives aim to empower consumers and drive systemic change."
Future Caucus,58.8,2,3,4,2,4,3,15-30,"Established, mission-driven org with real legislative impact, but misaligned with tech IC's expertise—policy coordination doesn't naturally need ML/data engineering, and org likely too small or lacks tech infrastructure gaps to justify senior IC role.",https://futurecaucus.org/,"Future Caucus is a bipartisan organization for Gen Z and millennial lawmakers, bridging the partisan divide to lead collaborative governance and transform American politics.",2013,"Washington, D.C.","The Future Caucus received significant funding from partners and sponsors in 2023-2025, including grants from NRDC and investments from foundations. The organization focuses on bipartisan policy and leadership development. The most recent grants were awarded in 2024-2025.","Future Caucus has impacted bipartisan leadership, with Layla Zaidane named to TIME100 Next in 2025 and the organization receiving the Jacob K. Javits Prize for Bipartisan Leadership. They have served over 1,900 legislators and passed 2,059 bills in 2024."
Becca Schmill Foundation,58.8,3,5,2,5,1,1,0,"This volunteer-run micro-foundation with $79.5k revenue lacks viability, funding stability, and scale for a senior tech leader to make meaningful impact as a fractional IC.",http://www.beccaschmillfdn.org/,"The Becca Schmill Foundation funds research, sponsors community education, and advocates for policies, that protect the emotional well-being of adolescents and young adults.",2021,"Needham, Massachusetts","The Becca Schmill Foundation raised $79.5k in revenue in 2024, primarily from contributions. The foundation focuses on funding research and advocating for policies to protect children from social media harms. The foundation's financial details are available on ProPublica.",The Becca Schmill Foundation advocates for social media reform and funds research to protect children from online harm. It supports Distraction-Free Schools initiatives and lobbies for the Kids Online Safety Act. The foundation aims to prevent tragedies like the one that claimed Becca Schmill's life.
American Security Fund,58.8,4,3,2,2,3,3,unknown,"Mission is AI/ML-adjacent but org is policy-focused, not implementation-focused; lacks public evidence of real technical work, team size unknown, and fractional IC role unclear without seeing actual tech infrastructure gaps.",http://www.americansecurityfund.com/,"ASF advances American tech superiority by connecting industry, government, and ethics, encouraging them to collaborate to invest in AI security, safety, and alignment. It focuses on export controls, supply chains, lab security, CBRN, public-private partnerships, democratic tech alliances & partnerships, and child safety and ethics across the full tech stack, including AI, digital infrastructure, semiconductor “chips,” and energy & critical minerals.",2023,United States of America,"The American Security Fund focuses on tech superiority and AI security. For 2025, the NSGP received $274.5 million. The House Appropriations Committee proposed $305 million for 2026.",The American Security Fund's FY 2025 Nonprofit Security Grant Program will provide $274.5 million for enhancing security in high-risk nonprofit organizations. Applications for FY 2025 are open. The program focuses on physical and cybersecurity enhancements.
Electronic Privacy Information Center,58.8,2,3,4,2,4,3,unknown,"EPIC is a credible, well-funded advocacy org with real impact, but litigation and policy work have limited natural fit for AI/ML infrastructure—and their likely small size means one IC may be overkill or create dependency rather than force multiplication.",https://epic.org/,"EPIC was founded in 1994 to protect privacy, freedom of expression, and democratic values in the information age. EPIC has distinguished itself as a leader in the field by litigating cases on emerging privacy issues, obtaining and publishing records to lift the veil on government data collection, advocating for comprehensive data protection regulations, educating the public about emerging privacy issues, and facilitating dialogue between advocates, experts, and decisionmakers.",1994,United States of America,"The Electronic Privacy Information Center (EPIC) received funding from the Nonprofit Security Grant Program (NSGP) for FY 2025. The NSGP application deadline was August 11, 2025. EPIC focuses on privacy legislation and data protection advocacy.","The Electronic Privacy Information Center (EPIC) focuses on privacy advocacy and research, while the Electronic Frontier Foundation (EFF) opposes invasive age verification laws. Both organizations aim to protect privacy rights in the digital age."
Democracy4all,58.8,4,4,1,3,2,3,unknown,"Primarily an annual conference with no evidence of ongoing operations, measurable impact, or substantial organizational infrastructure, making it a poor fit for a senior tech leader seeking to build internal tools at a viable nonprofit.",http://www.democracy4all.barcelona/,"Democracy4All (D4A) is an annual conference in Barcelona dedicated to advancing digital governance. The event explores how blockchain, web3, and AI can enhance transparency, efficiency, and citizen engagement in democratic processes. Each year, D4A brings together global experts, policymakers, industry leaders, and innovators to share insights, discuss challenges, and propose solutions for the future of governance. The conference features keynote speeches, panel discussions, interactive workshop",,Spain,"Democracy4all nonprofit raised funding grants of up to $1,000,000 in 2025. The organization also received up to $175,000 in capacity building grants.",Democracy4all focuses on digital governance using blockchain and AI. The 2025 Democracy for All Project survey shows Americans' frustration with democracy's erosion. Democracy Forward is actively working in multiple states to counter threats to democracy.
GliaNet Alliance,58.8,4,4,1,3,2,3,unknown,"Too new (founded 2024), lacks evidence of real impact or established operations beyond coalition talk and conference participation, making it a risky bet despite some recent funding.",https://www.glianetalliance.org/,GliaNet Alliance is a coalition of private sector companies and aligned organizations committed to building a new trust-based Web ecosystem. We reject extractive digital models and champion a governance approach rooted in fiduciary principles and human-centered innovation.,2024,"Emerald Hills, California","GliaNet Alliance raised over $1.4 million in continuation funding in 2025. The funding supports partnerships focused on youth employment, research, behavioral health, and homelessness prevention. The grants are part of the Institutional Challenge Grant program.","GliaNet Alliance focuses on ethical tech and digital trust, promoting Net Fiduciaries™ for human-centric AI. They participated in MyData Global 2025 and MozFest 2025. Their work aims to restore user control and trust in digital platforms."
Human Identity Infrastructure Foundation,58.8,5,4,1,4,1,1,unknown,"This very new open-source nonprofit lacks any evidence of funding, staff, or impact, making it too risky despite high AI/ML alignment for identity systems.",https://www.hiifoundation.org/,"hii Foundation is a nonprofit open-source project to build an identity system for the world that protects our privacy, eliminates identity fraud, and separates humans from machines.",2023,"Delaware, United States of America",The Humana Foundation has grant cycles in 2024 and invites applications for its Health Equity Innovation Fund. The William T. Grant Foundation reported $22 million in grantmaking in 2024. Nonprofits face financial challenges and seek flexible funding.,"Human Identity Infrastructure Foundation's 2024-2025 impact shows growing DEIB focus and rising demand for nonprofits, despite funding challenges. Nonprofits face federal funding cuts and need to diversify support. Key summits in 2025 focus on social impact and technology."
Positive Technology Institute,58.8,5,4,1,4,1,1,unknown,"Extremely new organization founded in 2025 with no evidence of funding, staffing, or measurable impact, making it too risky and unproven for a senior tech leader to invest time in.",https://www.positivetechinstitute.org/,"The Positive Technology Institute (PTI) is a new initiative that  breaks down silos and builds bridges between the ""thinkers"" (researchers in responsible, pro-social technology), the ""funders"" (value aligned capital), and the ""builders"" (innovators and startups) to promote the development of positive technologies - digital innovations that advance human sovereignty, well-being, and abundance. Our work focuses on actionable insights and tools, wisdom sharing, and community building.",2025,"Woodside, California","Positive Technology Institute did not raise specific grants for 2023, 2024, or 2025. F5 offers a $50,000 STEM grant in 2025 for women of color in STEM. No specific funding data for 2023-2025 is available.","In 2025, nonprofits increasingly adopted AI to enhance operations and impact. The Positive Technology Institute joined the Inspired Internet Pledge as an advisor. Government funding disruptions significantly affected nonprofits, leading to program cuts and staffing issues."
Public Knowledge,58.8,3,3,2,3,4,3,unknown,"Policy advocacy org with solid funding from tech giants but lacks evidence of measurable impact, recent news, or tech needs where a fractional IC would make a substantial difference.",http://www.publicknowledge.org/,"We envision a creative and connected future for everyone. We believe in a world where all people can use the internet and technology to realize their full potential, create authentic communities, and hold the powerful accountable. Public Knowledge works at the intersection of copyright, telecommunications, and internet law, at a time when these fields are converging. Public Knowledge’s experience in all three areas puts it in an ideal position to advocate for policies that serve the public inter",2001,"Washington, D.C.","Mellon Foundation's Public Knowledge program announced $15 million for humanities councils in 2025. Walmart Foundation offers grants from $250 to $5,000 quarterly, including a December 2025 deadline. NBCUniversal Local Impact Grants awarded $2.5 million in 2025, with 2026 dates pending.","Nonprofits faced funding disruptions in 2025, affecting staffing and programs; some saw financial growth, but many struggled with burnout and staffing issues. Nonprofit news continued to evolve, with surveys showing mixed impacts. Public Knowledge hosted discussions on AI's future."
Artificiality Institute,57.5,5,3,1,4,2,1,unknown,"Lacks evidence of real funding, measurable impact, or growth despite a relevant AI-focused mission, making it a risky and unproven fit for a senior tech leader.",https://artificialityinstitute.org/,"The Artificiality Institute is a nonprofit research organization shaping the human experience in a world of synthetic intelligence—so our future with AI is more meaningful, not just more efficient. Through story-based research, immersive education, and cultural dialogue, we capture how identities blend, cognition extends beyond biology, and meaningful symbiosis with synthetic minds becomes reality. We don’t just study AI—we shape how it reshapes us.",2019,"Bend, Oregon","In 2023, federal agencies invested $118.5 million in AI Institutes; in 2024, it was $69 million; for 2025, funding details are pending. F5 offers $50,000 grants for 2025 STEM education focused on AI for women and girls of color.","Nonprofits are increasingly using AI to enhance their impact, with many collaborating to share tools and accelerate collective learning. Funding and flexible support are crucial for nonprofits to responsibly develop AI solutions. KPMG U.S. Foundation committed $6 million in 2025 to help nonprofits integrate AI."
Independent Sector,57.5,3,4,2,3,3,2,unknown,"Membership organization for nonprofits with no disclosed funding, staff size, recent impact metrics, or growth indicators, making it a risky and low-visibility fit for building impactful internal AI/ML tools.",https://independentsector.org/,"Independent Sector is the only national membership organization that brings together a diverse community of changemakers at nonprofits, foundations, and corporate giving programs working to strengthen civil society and ensure all people in the United States thrive.",1976,"Washington, D.C.","Independent Sector reports show nonprofits face funding challenges in 2023-2025, with reliance on private donations and concerns over government funding cuts. Nonprofits seek flexible funding to manage costs and maintain operations.","In 2025, Independent Sector reported growing community needs and fewer resources for nonprofits. Trust in nonprofits remained high at 57%. The sector faced operational cost increases due to inflation."
Mtoto News,57.5,4,4,2,3,2,1,unknown,"Mtoto News lacks disclosed funding, staff size, and robust recent metrics beyond a single claim of reaching 1 million children, signaling high risk despite some AI-relevant media work.",http://www.mtotonews.com/,"Mtoto News International (Mtoto News) is a child and adolescents-centered digital and media company that is leveraging technology to build movements and connect children and young people to policy and decision-makers across the globe. We aim to make significant changes in the lives of children by making them visible in political, corporate, economic, social and development discourse. We are therefore using the influence of technology to reach and connect policymakers, project implementers, media",2017,"Nairobi, Kenya","Mtoto News has not disclosed specific funding grants for 2023, 2024, or 2025. Current available data does not include this information.","Mtoto News significantly impacted children's advocacy in 2024, reaching over 1 million children. The organization continues to focus on amplifying children's voices in policy and climate action. Mtoto News collaborates with global partners to drive social change."
The Shed,57.5,2,3,3,3,4,3,50-100,"The Shed is a stable arts nonprofit with ongoing programming and some donor support, but its creative mission offers limited natural fit for AI/ML data pipelines where a senior tech IC would drive major value.",https://theshed.org/,"By minimizing social and economic barriers to entry The Shed makes a warm, welcoming space for innovation and unique artistic experiences. By offering access and insight into the creative process, The Shed forges deep bonds between artists and audiences. Driven by the belief that access to art is a right, and not a privilege, The Shed presents exciting, engaging experiences for our communities and our time.",2019,"New York, New York","The Shed nonprofit has raised funding grants for 2024-2025, with awards up to $25,000 requiring grantees to provide matching funds. The organization focuses on arts and culture initiatives. For more details, visit their official website.","The Shed is a nonprofit arts center in New York City, featuring a transformative building for diverse performances. For 2024-2025, it hosts productions like ""King Lear"" with Kenneth Branagh and ""The Brothers Size"" by Tarell Alvin McCraney. The Shed's kinetic design allows it to adapt for various artistic presentations."
The Tech Oversight Project,57.5,3,4,2,4,2,2,unknown,"Small advocacy group focused on policy lobbying rather than operational work that would leverage AI/ML expertise for internal tools or data pipelines, with limited evidence of measurable impact or scale.",http://www.techoversight.org/,"The Tech Oversight Project is a nonprofit organization dedicated to reining in Big Tech for the damages they’ve caused by urging lawmakers to support comprehensive legislation on antitrust, online safety, privacy, and artificial intelligence.",2021,"Washington, D.C.","The Tech Oversight Project raised $910,105 in grants in 2024. It received $50,000 from Economic Security Project Action in 2023. Tech Forward offers $10,000 grants for technology projects in 2025.",The Tech Oversight Project is a nonprofit focusing on tech accountability. It criticized the SANDBOX Act and supported KOSA. It also faced legal challenges from tech companies.
Block Party,56.2,5,4,1,3,1,1,unknown,"No verifiable evidence exists in search results confirming Block Party as a real nonprofit with funding, staff, or impact, making it too risky despite a potentially relevant AI/ML mission.",http://www.blockpartyapp.com/,"Block Party is on a mission to make the internet safer for everyone. We help people protect their online presence from being weaponized against them in social engineering attacks, harassment campaigns, and fraud through a browser plug-in that identifies and remediates first-party data overexposures across 11+ platforms, including Facebook, LinkedIn, and X/Twitter. Our secure, privacy-preserving extension helps users deep clean their social media accounts, notifications, settings, and more in ju",2018,"California, United States of America","In 2023, Concern Foundation raised $2.1 million at its 48th Annual Block Party. In 2024, it raised $2.4 million. In 2025, it raised $2.5 million.",
Nehitek Foundation,56.2,5,4,1,3,1,1,unknown,"Founded in 2025 with no confirmed funding, staff details, or measurable impact despite a DPI-focused mission that aligns well with AI/ML, this appears to be an unproven startup nonprofit at high risk of folding.",https://www.nehitek.com/,"Focused on extending financial inclusion via Open Finance and Productive Credit. Transformation through Digital Public Infrastructure (DPI), with a focus on extending financial inclusion via Open Finance and productive credit systems. This DPI initiative will create people centered, interoperable digital systems for identity, payments, and data sharing, enabling secure and inclusive access to services while supporting sustainable development goals.",2025,"Rockville, Maryland","The Nehitek Foundation raised $90 million in 2024, awarded $3.5 million in 2024, and $16,531 grants in 2024. The Foundation for the Carolinas distributed $761 million in 2024.","In 2025, many nonprofits faced revenue challenges and rising costs, but some expect better conditions ahead. Political climate and DEI backlash impacted many organizations. Nonprofits continue to struggle with meeting increased service demands."
nu,56.2,5,4,1,3,1,1,unknown,"Nu lacks any evidence of funding, staff, impact, or operations despite being founded in 2025, making it an unproven and high-risk organization unlikely to survive.",http://www.getnu.ai/,"Nu is a better ecosystem for content. We fix the incentive structure enabling people to discover high quality, credible content and reward the creators fairly for their work. Nu provides tools for people, publishers and platforms to thrive, with less outrage, disinformation and noise.",2025,"Los Angeles, California","NBCUniversal awarded $2.5 million in 2025 to nonprofits; Intuit QuickBooks and Mailchimp offer $20,000 grants; Walmart Foundation provides $250 to $5,000 grants.","In 2025, many nonprofits faced funding disruptions, leading to reduced staffing and programs. By early 2025, hiring plans dropped significantly. Nonprofits also reported increased demand for services."
ReThink,56.2,5,4,1,3,1,1,unknown,"Severe lack of concrete data on funding, staff, impact metrics, or recent activities makes this organization appear unstable and unproven, despite a promising AI-relevant mission in online hate detection.",https://www.rethinkwords.com/,"ReThink is a global movement to tackle cyberbullying and to redefine Internet culture, with the goal of cultivating the next generation of responsible digital citizens.",,"Elgin, Illinois","ReThink nonprofit funding includes grants for waste reduction, community development, and arts projects, with some awarded in 2023 and ongoing opportunities in 2024 and 2025. Funding amounts vary, with some grants up to $150,000. Applications for future grants are ongoing.","The ReThink Foundation's 2024-2025 report highlights increased community awareness and strengthened NGO partnerships. In 2025, nonprofits globally face funding challenges, shifting to more individual donors. In-person engagement is rising for nonprofits, balancing digital and traditional methods."
Seismic Foundation,56.2,5,4,1,3,1,1,unknown,"Brand new organization founded in 2025 with zero evidence of funding, staff, or impact makes it an extremely risky and unproven fit despite high AI relevance.",http://www.seismic.org/,"Seismic is an ideas impact incubator dedicated to making responsible AI a human priority. We strive to ensure that the integration of AI in our societies is beneficial for everyone. Seismic’s mission is to reduce risks from AI by raising public awareness and engagement with the issue. We use the power of media to build understanding of AI, create urgency, and drive meaningful change that encourages action among key decision-makers and their constituents.",2025,"Wilmington, Delaware",Seismic Foundation is a nonprofit funded by independent donations; FEMA offers grants for earthquake risk reduction; California offers grants for home seismic retrofits.,Seismic Foundation launched in 2025 to promote responsible AI integration. It focuses on raising awareness and fostering understanding of AI's societal impacts. The foundation aims to inspire action among decision-makers.
User Cooperative,56.2,5,4,1,3,1,1,unknown,"Extreme lack of verifiable information on funding, staff, impact, or operations signals high risk of instability despite an innovative browser-building cooperative model that could leverage AI/ML.",https://www.usercooperative.com/,"We're a user-owned web browser startup that's uniquely structured as a free and open consumer cooperative, a member-owned and -governed company. That makes us the people's tech startup! We put tech power and profits into the people's hands! How? (1) We build our membership and raise voluntary contributions from our members to cover our startup costs (2) We develop, release, and profit from our web browser (3) We use that income to make other tech services and pay dividends to our members",2021,"Durango, Colorado","In 2025, notable grants include $205,000 from National Cooperative Bank and $100 million from Google for nonprofits using technology. In 2025, tech grants like DonorDock’s Spreadsheet Freedom Fund and Google Ad Grants are available. Current open grants include up to $3,600,000 from NSF and up to $25,000,000 from HUD.",Nonprofits face funding disruptions and increased demand for impact reporting; cooperatives are highlighted for addressing global challenges; major gifts are expected to rise.
The PopTech Institute,56.2,4,3,2,3,2,2,unknown,"PopTech is a small, aging event-focused network with opaque funding under $600k annually and no evidence of substantial tech needs or measurable impact, making it a poor fit for a senior AI/ML IC building data pipelines.",http://www.poptech.org/,"PopTech is a global network committed to the vanguard of emerging technology, science, and creative expression. The organization stretches beyond passive idea-sharing, instead cultivating a culture defined by robust collaboration and action. Our network represents a diverse expertise pool that supports our work in a variety of ways. Members include",1996,"Camden, Maine","The PopTech Institute offers grants for nonprofits in 2025, including AWS technology grants and Walmart Foundation awards. Specific grant details and eligibility vary by program. Check official sources for precise information.","PopTech Institute is a nonprofit focused on convening and community-building, with a 2026 conference celebrating its 30th anniversary. The organization relies heavily on contributions for funding. PopTech uses AI and technology to enhance engagement and operations."
Encode,55.0,4,3,3,2,2,1,unknown,"Mission alignment is strong but org appears under-resourced, lacks transparency on funding/headcount, and faces 2025 nonprofit funding crisis headwinds that likely hit a youth-led policy org hard.",https://encodeai.org/,"Founded in July 2020, we are an international youth movement collectively working to reimagine the future of AI through policy, advocacy, and public awareness efforts. Encode Justice is powered by nearly 1,000 high school and college students from every inhabited continent. We acknowledge that without swift action, AI will continue to pose profound and large-scale risks to our society, economy, and democracy, including algorithmic bias, labor displacement, disinformation, institutional destabili",,Virtual,US Encode raised $155K in 2014. Bank of America's Neighborhood Builders program is open for 2025 applications. Grants.gov lists open funding opportunities for 2026.,"In 2025, government funding disruptions significantly impacted nonprofits, leading to staffing cuts and program reductions. Nonprofit leaders faced challenges from political climates and funding cuts. Many nonprofits turned to alternative funding strategies to sustain operations."
Global Solutions Initiative,55.0,2,4,2,3,3,3,unknown,"This think tank focuses on policy research and summits with limited measurable impact and low AI/ML relevance, making it a poor fit for building data pipelines despite some funding stability.",https://www.global-solutions-initiative.org/,"Global Solutions Initiative was founded in 2017 by President Dennis J. Snower during the German G20 Presidency. Our work is rooted in independent research. We bring think tanks together to provide the intellectual basis of the Think20 process and inform high-level discussions at the G20, G7, and other global governance forums. As a Berlin-based independent, non-profit organization, we annually convene the Global Solutions Summit, which serves as a stepping stone to the G20 and G7 Summits. Our ne",2017,"Berlin, Germany","Global Solutions Initiative raised funding for 2025 through the Recoupling Awards, focusing on youth-led projects addressing global challenges. The initiative also announced new investments in 2024 to support health outcomes in partner countries.","The Global Solutions Initiative focuses on addressing global challenges through research and policy advice. The 2025 Recoupling Awards highlight impactful projects in education, civic engagement, and community safety. The Global Initiative for Information Integrity on Climate Change aims to combat climate disinformation."
The Anxious Generation,55.0,3,4,2,3,2,2,unknown,"Too new and underfunded with only $255k in philanthropy and no proven longevity, making it risky despite some AI potential for data-driven advocacy.",https://www.anxiousgeneration.com/,"The Anxious Generation Movement (TAG) is a global public health campaign sparked by Jonathan Haidt’s bestselling book. Through coordinated action across policy, behavior, and culture, TAG brings together parents, educators, young people, and decision-makers to dismantle the phone-based childhood and restore healthy development rooted in play, independence, and real-world connection.",2024,"New York, New York","The Anxious Generation received $255,000 in multi-year funding from the Tuchman Family Foundation in 2025. The initiative focuses on addressing mental health issues in youth due to screen time. The campaign relies entirely on philanthropy.","The Anxious Generation received $255,000 from the Tuchman Family Foundation in 2025 to address youth mental health issues linked to screen time. Jonathan Haidt's book and activism led to numerous media appearances and awards in 2025. The initiative aims to restore play-based childhoods."
GETTING-Plurality Research Network,53.8,4,4,1,3,2,1,unknown,"This is a small, underfunded research network with minimal documented activities beyond policy comments and a single $100k grant, offering little evidence of stability, impact, or need for a fractional IC's technical contributions.",https://gettingplurality.org/,"Governance of Emerging Technology and Tech Innovations for Next-Gen Governance (GETTING-Plurality) seeks to advance understanding of how to shape, guide, govern, and deploy technological development in support of democracy, collective intelligence, and other public goods. Our focus is on how to do so, given the plural nature of human intelligence. We pursue foundational analysis and theory, field-building, and policy development to foresee and mitigate potential harms to democracy and to strengt",,"Cambridge, Massachusetts","The GETTING-Plurality Research Network received $100,000 in 2025 from Jaan Tallinn's Survival and Flourishing Fund. The network focuses on governance of emerging technologies. It is led by Allison Stanger at Harvard University.","The Plurality Research Network focuses on plural technologies to foster social cohesion and democracy. It includes projects on AI and governance, and received feedback on an AI action plan. The network aims to bridge technology and policy initiatives."
History Communication Institute,53.8,4,4,1,4,1,1,unknown,"Very young organization founded in 2022 with zero disclosed funding, staff size, or impact data, signaling high risk of instability and lack of proven operations.",https://historycommunication.com/,"The History Communication Institute (HCI) promotes the effective and ethical communication of history through new media and new technologies–and seeks to improve how social media and the Web treat information about the past. Through trainings, programming, resources and funding, we’re creating a diverse community of stakeholders focused on improving the overall landscape for history content online and building the future of teaching and communicating historical information more broadly.",2022,"Washington, D.C.","The History Communication Institute did not publicly disclose its 2023, 2024, or 2025 funding grants. Current data is unavailable for these years.",Nonprofits in 2025 face funding cuts and rising operational costs; hybrid and in-person fundraising methods are effective; AI and personalized communication enhance engagement.
People-Centered Internet,53.8,4,4,1,3,2,1,unknown,"Severe lack of visible funding, recent news, impact metrics, or staff data raises red flags about viability and real-world effectiveness despite prestigious founders and digital focus.",https://peoplecentered.net/,"People-Centered Internet (PCI) is a leading nonprofit based in Palo Alto, dedicated to creating a more equitable digital world. We unite global experts to develop inclusive, efficient digital strategies that enhance community resilience and prosperity. Our initiatives promote innovative digital tools, empowering communities worldwide to thrive in a connected era. Founded by Vint Cerf and Mei Lin Fung, and currently chaired by Jascha Stein and Mei Lin Fung, PCI works on transformative efforts for",2015,"Palo Alto, California","In 2025, notable grants include Google Ad Grants and DonorDock’s Spreadsheet Freedom Fund. Nonprofits face rising service demands and funding challenges. The 2025 National State of the Nonprofit Sector Survey highlights ongoing financial struggles.",Nonprofits in 2025 focus on authentic storytelling and human-centered narratives. Technology enhances DEIB efforts and community resilience. AI tools support personalized learning and health advocacy.
